Toy Story,Tom Hanks,Tim Allen,Don Rickles,Wallace Shawn,John Ratzenberger,Annie Potts,John Morris,Laurie Metcalf,R. Lee Ermey,Penn Jillette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumanji,Robin Williams,Jonathan Hyde,Kirsten Dunst,Bonnie Hunt,Bebe Neuwirth,David Alan Grier,Patricia Clarkson,James Handy,Malcolm Stewart,Darryl Henriques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Father of the Bride Part II,Steve Martin,Diane Keaton,Martin Short,Kimberly Williams-Paisley,George Newbern,Kieran Culkin,BD Wong,Peter Michael Goetz,Kate McGregor-Stewart,Jane Adams,Eugene Levy,Lori Alan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Nutty Professor,Eddie Murphy,Jada Pinkett Smith,James Coburn,Larry Miller,Dave Chappelle,John Ales,Jamal Mixon,Chao Li Chi,David Ramsey,Arthur Tovey,Lisa Boyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daylight,Sylvester Stallone,Amy Brenneman,Viggo Mortensen,Dan Hedaya,Jay O. Sanders,Karen Young,Danielle Harris,Claire Bloom,Barry Newman,Stan Shaw,Renoly Santiago,Marcello Thedford,Mark Rolston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Frighteners,Michael J. Fox,Jeffrey Combs,Jake Busey,Chi McBride,Trini Alvarado,John Astin,Troy Evans,R. Lee Ermey,Elizabeth Hawthorne,Melanie Lynskey,Dee Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenomenon,John Travolta,Kyra Sedgwick,Forest Whitaker,Robert Duvall,Jeffrey DeMunn,David Gallagher,Tony Genaro,Sean O'Bryan,Troy Evans,Bruce A. Young,Vyto Ruginis,Brent Spiner,Susan Merson,Michael Milhoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Time to Kill,Matthew McConaughey,Sandra Bullock,Samuel L. Jackson,Kevin Spacey,Oliver Platt,Charles S. Dutton,Brenda Fricker,Donald Sutherland,Kiefer Sutherland,Patrick McGoohan,Ashley Judd,John Diehl,Chris Cooper,Nicky Katt,Doug Hutchison,Kurtwood Smith,Tim Parati,Beth Grant,Anthony Heald,M. Emmet Walsh,Octavia Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The First Wives Club,Goldie Hawn,Bette Midler,Diane Keaton,Maggie Smith,Dan Hedaya,Victor Garber,Bronson Pinchot,Marcia Gay Harden,Philip Bosco,Elizabeth Berkley,Sarah Jessica Parker,Stockard Channing,Stephen Collins,Rob Reiner,Timothy Olyphant,Dina Spybey-Waters,Adria Tennor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ransom,Mel Gibson,Gary Sinise,Delroy Lindo,Rene Russo,Lili Taylor,Liev Schreiber,Donnie Wahlberg,Evan Handler,Michael Gaston,Jose Zuniga,Dan Hedaya,Paul Guilfoyle,John Ortiz,Joe Bacino,David Vadim,Michael Countryman,James Ritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Reaction,Keanu Reeves,Morgan Freeman,Rachel Weisz,Fred Ward,Kevin Dunn,Brian Cox,Joanna Cassidy,Chelcie Ross,Tzi Ma,Johnny Lee Davenport,James Sie,Juan Ramirez,Ned Schmidtke,Ron Dean,Neil Flynn,Margaret Travolta,David Pasquesi,Danny Goldring,Eddie Bo Smith Jr.,Will Zahrn,Michael Shannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matilda,Danny DeVito,Embeth Davidtz,Rhea Perlman,Pam Ferris,Paul Reubens,Tracey Walter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emma,Gwyneth Paltrow,Toni Collette,Alan Cumming,Ewan McGregor,Jeremy Northam,Greta Scacchi,Juliet Stevenson,Polly Walker,Sophie Thompson,James Cosmo,Phyllida Law,Kathleen Byron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Crow: City of Angels,Mia Kirshner,Iggy Pop,Thomas Jane,Tracey Ellis,Shelly Desai,Kerry Rossall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escape from L.A.,Kurt Russell,Stacy Keach,Steve Buscemi,Pam Grier,Cliff Robertson,Michelle Forbes,Valeria Golino,Peter Fonda,Bruce Campbell,Leland Orser,Jeff Imada,Al Leong,Breckin Meyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tin Cup,Kevin Costner,Don Johnson,Cheech Marin,Rene Russo,Linda Hart,Dennis Burkley,Rex Linn,Richard Lineback,Mickey Jones,Michael Milhoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Godfather,Marlon Brando,Al Pacino,James Caan,Robert Duvall,Sterling Hayden,Diane Keaton,Abe Vigoda,Talia Shire,Gianni Russo,John Cazale,Rudy Bond,Alex Rocco,Sofia Coppola,Richard Bright,Roman Coppola,Tony Lip,Sal Richards,Frank Sivero,Joe Spinell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police Story 3: Supercop,Jackie Chan,Michelle Yeoh,Maggie Cheung,Kenneth Tsang,Yuen Wah,Bill Tung,Mars,Philip Chan Yan-Kin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bound,Jennifer Tilly,Gina Gershon,Joe Pantoliano,John P. Ryan,Christopher Meloni,Mary Mara,Kevin Michael Richardson,Gene Borkan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Relic,Penelope Ann Miller,Tom Sizemore,Linda Hunt,James Whitmore,Francis X. McCarthy,John Kapelos,Mike Bacarella,David Proval,Don Harvey,Ralph Seymour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Island of Dr. Moreau,Marlon Brando,Val Kilmer,David Thewlis,Fairuza Balk,Temuera Morrison,Peter Elliott,Ron Perlman,William Hootkins,Clare Grant,Richard Stanley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulletproof,Damon Wayans,Adam Sandler,James Caan,Kristen Wilson,Allen Covert,Bill Nunn,Monica Potter,Andrew Shaifer,Garret Sato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halloween: The Curse of Michael Myers,Donald Pleasence,Paul Rudd,Mitchell Ryan,George P. Wilbur,Tom Proctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singin' in the Rain,Debbie Reynolds,Rita Moreno,Bess Flowers,Kathleen Freeman,William Schallert,John George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North by Northwest,Cary Grant,Eva Marie Saint,James Mason,Leo G. Carroll,Martin Landau,Edward Binns,Ned Glass,Bess Flowers,Brandon Beach,Alfred Hitchcock,Kenner G. Kemp,Colin Kenny,Carl M. Leviness,Alexander Lockwood,Howard Negley,Jeffrey Sayre,Scott Seaton,Harry Strang,Arthur Tovey,Dale Van Sickel,Robert Williams,Carleton Young,Bert Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Apartment,Jack Lemmon,Shirley MacLaine,Ray Walston,David Lewis,Ralph Moratz,Joe Palma,Bill Baldwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Some Like It Hot,Marilyn Monroe,Tony Curtis,Jack Lemmon,Nehemiah Persoff,Harry Wilson,Brandon Beach,Paul Frees,Jack Gordon,Joe Gray,Joe Palma,Scott Seaton,Bert Stevens,Arthur Tovey,Frank McLure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charade,Cary Grant,Audrey Hepburn,Walter Matthau,James Coburn,George Kennedy,Ned Glass,Monte Landis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casablanca,Humphrey Bogart,Ingrid Bergman,Claude Rains,Peter Lorre,John Qualen,Eugene Borden,Gino Corrado,Marcel Dalio,Jean Del Val,Torben Meyer,Alberto Morin,Dan Seymour,Norma Varden,Leo White,Brandon Beach,Michael Mark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Maltese Falcon,Humphrey Bogart,Peter Lorre,Ward Bond,Elisha Cook Jr.,Hank Mann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabrina,Humphrey Bogart,Audrey Hepburn,William Holden,John Williams,Marcel Dalio,Ellen Corby,Marjorie Bennett,Fritz Ford,Chuck Hamilton,Sam Harris,Ralph Moratz,Herschel Graham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gone with the Wind,Thomas Mitchell,Ward Bond,Alberto Morin,Irving Bacon,Harry Strang,Richard Farnsworth,Frank Faylen,Gino Corrado,Dan White,Chuck Hamilton,Shep Houghton,Scott Seaton,Dale Van Sickel,Lester Dorr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunset Boulevard,William Holden,Buster Keaton,H.B. Warner,Franklyn Farnum,Frank O'Connor,Danny Borzage,Rudy Germane,Chuck Hamilton,Howard Negley,William Meader,Harold Miller,Lee Miller,Bert Moorhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizen Kane,Orson Welles,Joseph Cotten,Gus Schilling,Harry Shannon,Gino Corrado,Rudy Germane,Bert Moorhouse,Walter Bacon,Danny Borzage,Tom Coleman,Joan Blair,Edmund Cobb,Arthur O'Connell,Richard Wilson,Walter Sande,Milton Kibbee,Jack Curtis,John Dilson,Edith Evanson,Philip Morris,Frank McLure,William H. O'Brien,Frank O'Connor,Bert Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001: A Space Odyssey,Keir Dullea,Leonard Rossiter,Sean Sullivan,Frank Miller,Bill Weston,Burnell Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All About Eve,Bette Davis,Marilyn Monroe,Eugene Borden,Steven Geray,Bess Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rebecca,Laurence Olivier,Judith Anderson,Leo G. Carroll,Alfred Hitchcock,Gino Corrado,William H. O'Brien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notorious,Cary Grant,Ingrid Bergman,Claude Rains,James Logan,Howard Negley,Elizabeth Wilson,Alfred Hitchcock,Frank McLure,Tom Coleman,Bess Flowers,Jeffrey Sayre,Bert Moorhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spellbound,Ingrid Bergman,Gregory Peck,Leo G. Carroll,Norman Lloyd,Steven Geray,Wallace Ford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
To Catch a Thief,Cary Grant,Grace Kelly,John Williams,Bess Flowers,Alfred Hitchcock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Adventures of Robin Hood,Claude Rains,Una O'Connor,Robert Noble,Colin Kenny,Harry Cording,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laura,Vincent Price,Judith Anderson,Bess Flowers,James Conaty,Sam Harris,Harold Miller,Harry Strang,Ralph Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant,Elizabeth Taylor,Dennis Hopper,Sal Mineo,Rod Taylor,Sheb Wooley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East of Eden,Lois Smith,Frank Baker,Scott Seaton,Franklyn Farnum,John George,Lonny Chapman,Harry Cording,Lester Dorr,Max Wagner,Sam Harris,Ralph Moratz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
His Girl Friday,Cary Grant,Ralph Bellamy,John Qualen,Porter Hall,Irving Bacon,Edmund Cobb,Ann Doran,Ralph Dunn,Pat Flaherty,Frank McLure,James Millican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It's a Wonderful Life,James Stewart,Thomas Mitchell,Ward Bond,Frank Faylen,H.B. Warner,Charles Lane,Brooks Benedict,Tom Coleman,Ellen Corby,Jack Gordon,Herschel Graham,Milton Kibbee,Bert Moorhouse,Philip Morris,Frank O'Connor,Almira Sessions,Max Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Smith Goes to Washington,James Stewart,Claude Rains,Thomas Mitchell,H.B. Warner,Porter Hall,Charles Lane,John Russell,Edmund Cobb,Brooks Benedict,Gino Corrado,Ann Doran,Dub Taylor,Jack Carson,Bert Moorhouse,John Dilson,Lester Dorr,Milton Kibbee,Paul Kruger,Hank Mann,James Millican,Robert Morgan,Frank O'Connor,Joe Palma,Tom Quinn,Walter Sande,Harry Strang,Harry Tenbrook,Florence Wix,Frank McLure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bringing Up Baby,Katharine Hepburn,Cary Grant,Ward Bond,Jack Carson,Paul Guilfoyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fly Away Home,Jeff Daniels,Anna Paquin,Dana Delany,Terry Kinney,Michael J. Reynolds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maximum Risk,Jean-Claude Van Damme,Natasha Henstridge,Jean-Hugues Anglade,Zach Grenier,Paul Ben-Victor,Dan Moran,Carlo Rota,Joe Pingue,Dan Duran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Man Standing,Bruce Willis,Bruce Dern,William Sanderson,Christopher Walken,David Patrick Kelly,Ned Eisenberg,Alexandra Powers,Michael Imperioli,Ken Jenkins,R. D. Call,Ted Markland,Leslie Mann,Patrick Kilpatrick,Raynor Scheine,Tiny Ron Taylor,John Paxton,Lin Shaye,Dean Rader Duval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Glimmer Man,Steven Seagal,Bob Gunton,Brian Cox,Johnny Strong,Stephen Tobolowsky,Ryan Cutrona,Richard Gant,Alexa PenaVega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homeward Bound: The Incredible Journey,Michael J. Fox,Sally Field,Don Ameche,Kim Greist,Jean Smart,Frank Welker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000 Leagues Under the Sea,Kirk Douglas,James Mason,Peter Lorre,Robert J. Wilke,Ted de Corsia,Carleton Young,Charles Grodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angels in the Outfield,Danny Glover,Brenda Fricker,Joseph Gordon-Levitt,Christopher Lloyd,Ben Johnson,Jay O. Sanders,Matthew McConaughey,Taylor Negron,Adrien Brody,Dermot Mulroney,Tony Longo,Neal McDonough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robin Hood: Prince of Thieves,Kevin Costner,Morgan Freeman,Christian Slater,Mary Elizabeth Mastrantonio,Alan Rickman,Geraldine McEwan,Michael McShane,Brian Blessed,Michael Wincott,Sean Connery,Pat Roach,Derek Deadman,Christopher Adamson,Richard Strange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mary Poppins,Julie Andrews,Dick Van Dyke,Elsa Lanchester,Arthur Malet,James Logan,Marjorie Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Fox and the Hound,Mickey Rooney,Kurt Russell,Jeanette Nolan,Pat Buttram,John Fiedler,John McIntire,Corey Feldman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Die Hard,Bruce Willis,Alan Rickman,Bonnie Bedelia,Reginald VelJohnson,Paul Gleason,William Atherton,Hart Bochner,Andreas Wisniewski,Al Leong,Robert Davi,Grand L. Bush,Tracy Reiner,Rick Ducommun,Matt Landers,George Christy,Anthony Peck,Mary Ellen Trainor,Bob Jennings,Mark Winn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Lawnmower Man,Jeff Fahey,Pierce Brosnan,Jenny Wright,Geoffrey Lewis,Dean Norris,Troy Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Secrets & Lies,Timothy Spall,Brenda Blethyn,Marianne Jean-Baptiste,Lee Ross,Lesley Manville,Elizabeth Berrington,Ron Cook,Terence Harvey,Jonny Coyne,Peter Wight,Liz Smith,Sheila Kelley,Angela Curran,Phil Davis,Wendy Nottingham,Anthony O'Donnell,Ruth Sheen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
That Thing You Do!,Tom Everett Scott,Johnathon Schaech,Tom Hanks,Steve Zahn,Ethan Embry,Liv Tyler,Charlize Theron,Bill Cobbs,Giovanni Ribisi,Obba Babatunde,Alex Rocco,Holmes Osborne,Chris Ellis,Rita Wilson,Kevin Pollak,Paul Feig,Bryan Cranston,Colin Hanks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Long Kiss Goodnight,Geena Davis,Samuel L. Jackson,Yvonne Zima,Craig Bierko,Brian Cox,Patrick Malahide,David Morse,Joseph McKenna,Melina Kanakaredes,Rex Linn,Alan North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Ghost and the Darkness,Michael Douglas,Val Kilmer,Tom Wilkinson,Emily Mortimer,Bernard Hill,Brian McCardie,Om Puri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Everyone Says I Love You,Drew Barrymore,Natasha Lyonne,Edward Norton,Woody Allen,Goldie Hawn,Alan Alda,Julia Roberts,Tim Roth,Natalie Portman,Gaby Hoffmann,Billy Crudup,Robert Knepper,Lukas Haas,Patrick Cranshaw,Isiah Whitlock Jr.,Edward Hibbert,Susan Misner,Myra Lucretia Taylor,David Ogden Stiers,Tony Sirico,Ray Garvey,Michael Mark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romeo + Juliet,Leonardo DiCaprio,Claire Danes,John Leguizamo,Harold Perrineau,Pete Postlethwaite,Paul Sorvino,Brian Dennehy,Vondie Curtis-Hall,Miriam Margolyes,Diane Venora,Jamie Kennedy,Dash Mihok,Vincent Laresca,Paul Rudd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swingers,Jon Favreau,Vince Vaughn,Ron Livingston,Heather Graham,Blake Lindsley,Maddie Corman,Mark Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sleepers,Robert De Niro,Brad Pitt,Kevin Bacon,Jason Patric,Ron Eldard,Billy Crudup,Dustin Hoffman,Minnie Driver,Brad Renfro,Jonathan Tucker,Terry Kinney,Bruno Kirby,Eugene Byrd,Frank Medrano,Tom Signorelli,Jeffrey Donovan,Lennie Loftin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aladdin and the King of Thieves,Robin Williams,John Rhys-Davies,Gilbert Gottfried,Jerry Orbach,Val Bettin,Frank Welker,Jim Cummings,CCH Pounder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bananas,Woody Allen,Louise Lasser,Miguel Angel Suarez,Charlotte Rae,Sylvester Stallone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Fish Called Wanda,John Cleese,Jamie Lee Curtis,Kevin Kline,Michael Palin,Geoffrey Palmer,Stephen Fry,Andrew MacLachlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Life of Brian,Graham Chapman,John Cleese,Terry Gilliam,Eric Idle,Terry Jones,Michael Palin,Terence Bayler,Carol Cleveland,Kenneth Colley,Charles McKeown,Andrew MacLachlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonnie and Clyde,Faye Dunaway,Michael J. Pollard,Gene Wilder,Gene Hackman,Dub Taylor,Patrick Cranshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dial M for Murder,Ray Milland,Grace Kelly,John Williams,Bess Flowers,Sam Harris,Alfred Hitchcock,Harold Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dirty Dancing,Jennifer Grey,Patrick Swayze,Jerry Orbach,Kelly Bishop,Wayne Knight,Paula Trueman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reservoir Dogs,Harvey Keitel,Tim Roth,Michael Madsen,Chris Penn,Steve Buscemi,Lawrence Tierney,Edward Bunker,Quentin Tarantino,Kirk Baltz,Steven Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platoon,Tom Berenger,Charlie Sheen,Willem Dafoe,Forest Whitaker,John C. McGinley,Kevin Dillon,Johnny Depp,Richard Edson,Keith David,Mark Moses,Chris Pedersen,Oliver Stone,David Neidorf,Tony Todd,Paul Sanchez,Dale Dye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic Instinct,Michael Douglas,Sharon Stone,George Dzundza,Jeanne Tripplehorn,Denis Arndt,Bruce A. Young,Chelcie Ross,Wayne Knight,Daniel von Bargen,Stephen Tobolowsky,Jack McGee,Mitch Pileggi,Mary Pat Gleason,Freda Foh Shen,James Rebhorn,Peter Appel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Doors,Val Kilmer,Meg Ryan,Kyle MacLachlan,Frank Whaley,Kevin Dillon,Michael Wincott,Michael Madsen,Costas Mandylor,Dennis Burkley,John Capodice,Mark Moses,Kathleen Quinlan,Kelly Hu,Crispin Glover,Paul Williams,Debi Mazar,Phil Fondacaro,Oliver Stone,Jennifer Tilly,Mimi Rogers,Delia Sheppard,Julie Strain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Crying Game,Stephen Rea,Miranda Richardson,Forest Whitaker,Jim Broadbent,Ralph Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glengarry Glen Ross,Al Pacino,Jack Lemmon,Alec Baldwin,Alan Arkin,Ed Harris,Kevin Spacey,Jonathan Pryce,Bruce Altman,Jude Ciccolella,Paul Butler,George Cheung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sophie's Choice,Meryl Streep,Kevin Kline,Peter MacNicol,Josh Mostel,Robin Bartlett,Eugene Lipinski,John Rothman,David Wohl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.T. the Extra-Terrestrial,Henry Thomas,Drew Barrymore,Dee Wallace,Peter Coyote,C. Thomas Howell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Days of Thunder,Tom Cruise,Robert Duvall,Nicole Kidman,Randy Quaid,Cary Elwes,Fred Dalton Thompson,John C. Reilly,J.C. Quinn,Michael Rooker,Caroline Williams,Margo Martindale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Top Gun,Tom Cruise,Kelly McGillis,Val Kilmer,Anthony Edwards,Tom Skerritt,Michael Ironside,Rick Rossovich,Tim Robbins,Meg Ryan,Whip Hubley,Adrian Pasdar,James Tolkan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rebel Without a Cause,Sal Mineo,Ann Doran,Dennis Hopper,Ian Wolfe,Almira Sessions,Chuck Hamilton,Chuck Hicks,Gus Schilling,Bert Stevens,Robert Williams,Ralph Moratz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The People vs. Larry Flynt,Woody Harrelson,Courtney Love,Edward Norton,James Cromwell,Crispin Glover,Vincent Schiavelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Return of the Pink Panther,Peter Sellers,Christopher Plummer,Herbert Lom,Andre Maranne,Burt Kwouk,John Bluthal,Nadim Sawalha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drop Dead Fred,Phoebe Cates,Marsha Mason,Tim Matheson,Carrie Fisher,Ron Eldard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Abyss,Ed Harris,Mary Elizabeth Mastrantonio,Michael Biehn,Leo Burmester,John Bedford Lloyd,Kimberly Scott,Chris Elliott,J.C. Quinn,Adam Nelson,Dick Warlock,Jimmie Ray Weeks,J. Kenneth Campbell,Michael Beach,Ken Jenkins,Michael Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Fog,Adrienne Barbeau,Jamie Lee Curtis,Janet Leigh,John Houseman,Tom Atkins,Charles Cyphers,Hal Holbrook,George Buck Flower,Jim Haynie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escape from New York,Kurt Russell,Lee Van Cleef,Ernest Borgnine,Donald Pleasence,Isaac Hayes,Harry Dean Stanton,Adrienne Barbeau,Tom Atkins,Charles Cyphers,John Cothran Jr.,George Buck Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
